0.432
0.433
0.427
0.419
0.739
0.543
0.488
0.503
0.563
0.52
0.501
0.481
0.454
0.424
0.416
0.417
0.417
0.456
0.409
0.365
0.367
0.365
0.366
0.367
0.35
0.324
0.316
0.316
0.326
0.333
0.334
0.319
0.319
0.319
0.318
0.319
0.319
0.319
0.306
0.302
0.301
0.302
0.302
0.302
0.302
0.301
0.298
0.297
0.299
0.277
0.259
0.251
0.25
0.244
0.233
0.325
0.318
0.299
0.287
0.267
0.262
0.252
0.252
0.252
0.246
0.235
0.584
0.674
0.966
0.585
0.521
0.436
0.424
0.417
0.451
0.877
0.753
0.897
0.998
0.828
0.718
0.716
0.666
0.577
0.542
0.506
0.484
0.582
0.904
0.842
0.738
0.686
0.65
0.666
0.665
0.619
0.552
0.52
0.506
0.542
0.502
0.539
0.717
0.694
0.594
0.536
0.516
0.502
0.483
0.481
0.44
0.433
0.42
0.409
0.434
0.526
9.826
3.548
1.963
1.501
1.246
1.862
1.4
1.219
1.067
0.962
0.891
1.08
0.851
0.816
0.756
0.685
0.598
1.517
1.049
0.849
0.822
1.795
1.507
1.504
2.483
1.71
1.421
1.269
1.122
1.035
0.964
0.88
0.839
0.719
0.717
1.569
1.106
1.65
2.444
1.572
1.374
1.445
1.492
1.428
1.748
2.015
1.856
1.718
1.275
1.153
1.297
1.141
1.072
1.016
0.99
0.878
0.812
0.879
0.824
0.931
0.818
0.753
0.725
0.709
0.751
0.214
0.177
0.175
0.175
0.175
0.175
0.175
0.186
0.185
0.18
0.175
0.146
0.136
0.136
0.136
0.136
0.136
0.136
0.136
0.136
0.131
0.117
0.234
0.575
0.407
0.315
0.273
0.256
0.21
0.201
0.315
0.234
0.238
0.243
1.116
0.415
0.325
0.293
0.263
0.241
0.234
0.234
0.225
0.212
0.519
0.344
0.439
0.366
0.286
0.241
0.238
0.21
0.194
0.194
0.194
0.194
0.201
0.19
0.176
0.176
0.141
0.136
0.13
0.131
0.133
0.136
0.136
0.136
0.124
0.117
0.117
0.107
0.107
0.11
0.139
0.14
0.107
0.11
0.166
0.326
0.552
1.345
2.291
1.308
1.609
2.135
1.871
1.888
5.311
2.881
1.821
1.292
1.279
1.079
0.993
0.969
1.137
1.283
1.018
0.93
0.748
0.696
0.657
0.624
0.593
0.568
0.528
0.487
0.464
0.421
0.987
0.727
0.952
0.906
0.769
0.7
0.642
0.585
0.571
0.879
0.739
0.823
0.968
0.819
0.773
1.14
2.382
5.814
4.653
2.769
2.057
1.689
1.44
1.335
1.217
1.077
1.945
2.263
2.028
2.015
4.186
6.214
11.447
24.28
8.539
4.908
3.402
2.567
1.936
1.565
1.405
1.943
1.892
1.662
1.872
1.957
1.961
4.086
4.573
3.771
3.04
2.442
1.971
1.752
1.581
1.444
1.403
1.246
1.24
1.283
1.283
1.643
1.501
1.268
1.088
1.028
0.947
0.852
1.428
1.177
1.035
1.059
0.743
0.71
0.603
0.603
0.614
0.617
0.602
0.607
0.498
0.463
0.463
0.463
0.445
0.407
