52.8,20,4.266
45.9,17,5.748
60.5,3.2,9.778
38,0,9.864
83.7,15,8.106
9.5,6.2,10.827
2.5,0,17.079
0.7,0,6.173
40.5,0.9,2.755
16.2,8.6,1.048
0.2,0,0.685
0,0,0.57
0,0.5,0.706
0,0,0.449
0,0,0.401
0,0,0.387
6.8,6.8,0.375
109.8,103,0.373
6.6,2.5,1.494
1.5,0.7,7.565
0.4,0.5,1.978
5.9,13.4,1.242
25.6,5.2,0.753
0,0,0.981
0,0,0.629
0,0,0.437
5.6,0,0.397
0,0.1,0.382
4,15.5,0.375
193.5,186,0.372
8.8,11.3,3.632
0.4,1.5,28.86
0,0.1,13.327
0,0,7.834
0,0,5.426
0,0,4.063
0,0,2.838
0,0,2.384
0,0,1.959
182.6,113.6,1.926
14.2,3.7,11.331
0,0.9,30.108
83.4,31.6,14.353
0,0,13.413
0,0,17.988
0,0,11.197
0,0,8.735
15.3,0,6.742
18.5,70.6,5.155
1.3,4.2,6.479
0,0,5.755
0,0,4.761
0,0.3,4.383
0,0,3.779
51.9,3.1,3.711
0,0,3.42
0,0,3.287
22.9,3.3,2.526
0,1.3,2.547
0.5,0,2.278
0,0.3,2.188
0,0,2.076
0,0,1.796
0,0,1.634
0.2,0,1.474
0,3.2,1.515
38.5,11.5,1.442
0,0.1,2.45
0,0,2.211
0.9,6,1.824
4.2,0.1,1.586
0,0,1.626
0,0,1.476
24.5,3.5,1.439
0.5,0.4,1.525
2.2,0,1.905
1.8,0,1.515
23.9,13,1.483
18.1,9,1.473
0,2.5,3.929
8.7,1.5,4.116
0.7,0.1,3.337
0,0,2.786
7.8,11.8,2.501
109.4,77,2.469
0,0,10.24
0,3.8,11.512
0.5,0,7.201
0,0,5.186
0,0,4.182
0,0,3.513
0,0,3.038
0,0,2.497
0,0,2.321
0.5,0,1.978
0,0,1.843
82,34.1,1.796
2.2,0.2,2.468
0,0,8.149
0,0,4.203
0,0,3.675
0,0,3.293
0,0,3.11
6.4,2.5,2.592
0,0.3,2.884
0,0.6,4.645
0,0,3.928
0,0,3.247
0,0,2.795
2.6,0.4,2.561
0,0,2.469
0,0,2.088
0,0,1.852
85.1,0,1.852
23.7,21,4.164
4.2,2.3,5.994
0,0.3,5.306
0,0,4.323
0,0,3.288
0,0,2.496
0.5,0,2.293
0,0,1.89
0,0,1.84
0,0,1.717
0,1.9,1.527
9.9,0.2,1.519
2.6,1.5,1.26
0,0,1.265
3,0.1,1.077
0.5,1,1.077
0.5,0,1.038
2.3,0.7,0.956
0.7,0.3,0.943
0,0,0.943
0,0,0.907
0,0,0.853
12.6,0,0.824
0,0,0.763
1.3,0.2,0.763
2.2,0,0.763
0,0,0.904
0,0,0.759
0,0,0.714
8.2,7.2,0.637
0,1,0.629
0,0,0.691
0,0,0.673
0,0,0.673
0,0.2,0.631
4.5,0,0.615
0,0,0.583
0,0,0.626
0,0,0.603
2.4,0.1,0.539
0.4,0,0.539
17,4,0.539
31.4,10,0.539
0,0,1.112
0,0,0.662
0,0,0.629
0,0,0.629
0,0.2,0.587
0,0.1,0.539
0,0,0.539
0,0,0.539
0,0,0.539
0,0,0.501
0,0,0.494
0,0,0.494
3.5,5.7,0.46
0,0.1,0.467
0,0,0.506
0,0,0.449
0.4,0,0.449
0,0,0.449
71.5,12.7,0.422
0.4,0,1.877
0,0,3.181
0,0,0.97
9,1.3,0.74
0.1,0.5,0.738
0.9,0,0.763
0,0,0.727
6.3,0.4,0.663
0.4,0,0.626
0,0,0.629
0,0,0.617
0,0,0.606
0,0,0.595
0,0,0.584
0.4,1.9,0.54
0.7,1.1,0.515
0,0,0.494
0,0,0.508
0,0,0.539
1.3,6.4,0.539
1.1,1.3,0.539
0,0,0.539
0,0,0.539
0,0,0.502
0,0,0.494
0,0,0.489
0,0,0.514
0,0,0.452
0,0,0.457
0,0,0.449
0,0,0.449
0,0,0.449
0.3,0,0.411
0,0,0.417
0,0,0.421
0,0,0.381
0,0,0.37
0,0,0.366
0,0,0.357
304,50,0.336
13.6,8.7,7.098
0,0,9.951
0,0,3.416
0,0,2.128
0,0,1.773
2.5,2.1,1.428
0.5,0.3,1.182
0,0,1.107
0,0,1.033
0,0,0.921
0,0,0.853
0,0,0.853
0,0,0.803
0,0,0.763
22,29.8,0.739
42.5,12,0.718
0,0,1.883
0,0,1.504
0,0,1.269
0,0,1.126
0,0,0.909
0,0,0.833
0,0,0.78
0,0,0.746
0,0,0.718
0,0,0.695
0,0,0.673
0,0,0.647
0,0,0.625
0.4,0,0.686
0.2,0,0.596
0,13.8,0.577
0,0.3,0.539
7.8,4,0.539
10.2,2,0.534
6.9,2.6,0.539
0,0.5,0.539
0,5,0.539
0.2,0,0.539
0,0,0.539
0,0,0.521
0,0,0.453
3.8,0,0.449
8.6,0,0.449
25.3,0,0.423
53,1,0.417
0.5,0,0.519
0,0,0.477
0,0,0.449
0,0,0.449
16.8,8.6,0.449
5.9,0.2,0.451
0,0,0.407
0,0,0.404
35.6,6.5,0.376
8.5,5.6,0.415
152,10.3,0.556
11.2,15,2.065
30.5,15.8,1.385
43,10.6,1.027
2.5,1.5,2.105
50.8,0,1.677
36.5,11.5,1.536
0.6,1,1.275
0,2.3,1.392
1.9,0,1.123
0,0,0.958
0,0,0.872
0,0,0.842
1.7,0,0.747
26.4,0,0.696
1.7,0,0.673
5.6,3.1,0.846
61.5,1.2,0.775
8.3,0.2,0.793
9,3.4,0.812
41.3,3,0.887
21.7,2,0.894
9.1,1.5,0.743
1.3,4,0.883
1.4,12.5,1.725
9.5,4.8,1.232
11,4.3,1.325
15.1,3.1,1.383
2.7,7.9,1.71
16.4,28.3,1.679
6.1,4.9,1.595
27.2,11.4,1.547
1.5,3.2,2.435
0.3,0,2.689
14.5,0,2.01
12.4,0.5,1.782
9.2,0,1.555
10.1,0,1.516
0.2,0,1.315
0.3,0,1.302
0,0,1.141
31,15.5,1.033
5.3,0,1.198
5.2,1.8,1.077
0,0,0.95
0,0,0.943
52.8,0,0.943
56.2,0,0.97
21.6,4,1.084
0,0,1.36
0,0,1.208
0,0,0.966
15.9,4.8,0.948
0.8,5.5,0.892
42.7,2.4,0.895
14,6.3,1.951
97.6,2.6,1.459
1,12.4,2.294
15.9,5.8,1.605
14.1,0,1.372
0.6,2.9,1.532
0,0,1.392
0,0,1.2
0,0,1.068
1.5,1.4,1.033
0,3.1,0.876
0,0,0.866
2.1,0,0.853
4.8,0,0.853
9,0,0.842
0.9,3.3,0.858
0,0,0.825
25.4,0,0.739
9.5,0,0.901
8.4,1.5,1.093
2.7,0.2,0.894
35.4,0,0.767
12.4,0,0.824
8.5,0,0.749
1.1,0.1,0.852
5,0,0.934
6.5,0.5,0.772
24.5,0,0.757
27.5,5,0.748
24.2,5.7,0.924
0,0,1.251
0,0,1.413
13.5,7.8,1.175
3.3,0.1,1.148
6.8,8,1.085
33.8,19.5,1.056
46,46.4,1.27
36,6.5,2.252
0,0,3.893
16.1,0,2.971
0,0,2.442
1.4,0,2.132
0,10,1.833
16,11.5,1.517
22,22,1.462
10.5,14.5,1.485
40.3,22.6,2.53
0,2.5,2.601
0,1.5,4.331
7,25.5,3.427
42.2,16.4,2.763
18.5,14.3,3.977
22.4,16.3,5.5
89.2,63,8.33
191.6,190,14.727
1,4,34.354
0,0.5,27.519
0,3,11.944
0,1,6.157
0,0,3.737
0,0,2.538
0,0,1.926
1.2,0,1.623
0,0,1.417
0,0,1.325
0,7.5,1.137
27.9,35.2,0.969
38.6,25.8,1.321
6,0,3.675
0.5,1.7,3.837
0,1.4,2.452
1,1,1.888
13.2,0,1.546
2.6,0,1.395
0.2,0.8,1.262
70.5,89.8,1.233
41.6,29,1.299
26.4,28.8,12.638
17.2,13,7.483
1.5,0.3,7.409
0,0,6.089
0,0,4.073
2.8,0,3.099
0.3,0,2.557
0,0,2.087
2.7,2.8,1.806
16.2,16.8,1.542
10.6,7,1.288
1.1,0.3,2.596
7.2,2,2.043
19.1,6.1,1.787
3.7,3,2.053
6.9,0.1,2.262
0,0,2.278
0,0,1.727
0,0,1.423
0,0,1.315
0,0,1.183
0,0,1.222
0,0,1.114
0,0,1.107
0,0,0.959
0,0,0.897
0,0,0.828
0.7,0.1,0.782
30.2,20.7,0.735
0,0.1,1.303
0,0.8,1.113
3.5,0,1.014
0,0,0.779
1.3,0,0.718
29.7,10.5,0.718
4.2,0.5,0.979
0,2,1.123
1.9,3.2,1.068
0.9,0.5,0.916
0,0,0.882
0,0,0.834
0,0,0.796
1,4,0.763
3.5,1.9,0.748
9.1,6,0.783
0.3,0,0.683
0,0,0.673
6.1,0,0.679
0.9,0,0.651
0,0,0.644
0,0,0.672
0,0,0.663
0,0,0.579
4.6,1.8,0.539
0,0,0.539
0,0,0.539
0,0,0.539
0,0,0.539
0,0,0.533
0,0,0.449
0,0,0.449
0,0,0.408
0,0,0.404
0,0,0.404
19.7,6,0.404
6,2,0.42
0,0,0.563
0,0,0.45
0,0,0.376
0,0,0.356
0,0,0.359
4.4,2.5,0.385
1.2,1.5,0.389
0,0,0.368
6.4,0,0.34
0,0,0.331
0,0,0.831
0,0,0.726
0,0,0.766
0,0,0.766
2.7,0,0.697
3.8,0,0.699
0,0,0.699
0,0,0.699
0,0,0.699
4.3,0,0.633
0,0,0.631
3.6,4,0.628
0,0.1,0.63
15.1,0,0.699
7.5,16.5,0.695
0.8,0.3,0.792
0,0,0.906
0,0,0.885
0,0,0.716
0,0,0.665
0,0,0.657
0,0,0.622
0,0,0.575
0,0,0.564
0,0,0.564
0,0,0.482
0.7,0,0.455
4.8,2.5,0.455
16.5,7.4,0.501
1.1,0,0.855
0,0,0.852
10.5,7.2,0.699
2.9,1.5,0.714
20.2,3.6,0.81
9.6,1,0.793
0,0,1.362
0,0,1.463
0,0,1.121
0,0,0.97
0,0,0.915
1.1,0,0.818
0,0,0.748
0,0,0.699
0,0,0.699
11.5,4.8,0.699
2.2,0,0.704
0,0,0.749
0,0,0.643
22.5,23.1,0.564
7.5,2.3,0.681
76.5,98.7,1.391
38.5,5.4,1.157
0,0,4.832
0,0,3.668
0,0,2.712
0,0,2.319
0,0,1.868
16.6,58,1.631
0,0,1.777
0,0,0.99
0,0,0.761
0,0,0.659
0,0,0.621
0,0,0.575
0,0,0.543
0,0,0.449
0,0,0.449
0,0,0.449
0,0,0.447
0,0,0.423
0,0,0.407
1,0,0.393
0,0,0.379
11.3,5.5,0.379
0,0,0.378
0,0,0.385
0,0,0.337
40.2,9.6,0.331
0,0,0.324
0,0,0.484
0,0,0.379
0,0,0.339
0,0,0.293
0,0,0.265
0,0,0.253
0,3,0.253
0,1,0.253
0,0,0.253
0,0,0.253
0,0,0.219
0,0,0.21
0,0,0.21
0,0,0.21
20.5,14.2,0.204
24.3,15.7,0.201
0,0,0.883
0,0,0.468
0,0,0.328
0,0,0.273
3.1,0,0.251
0,2,0.235
2.5,2,0.238
0.9,0.5,0.242
0,0.2,0.238
0,0,0.238
0,0,0.238
0,0,0.238
53.1,22.9,0.233
7.8,5.6,0.263
0,0,0.744
0,0,0.326
0,0,0.259
0,0,0.238
0,0,0.231
0,0,0.21
0,0,0.21
0,0,0.18
0,0,0.168
0,0,0.169
0,0,0.151
0,0,0.14
0,0,0.14
0,0,0.138
0,0,0.126
0,0,0.126
0,0,0.11
0,0,0.098
0,0,0.098
0,0,0.098
0.2,0,0.093
0,0,0.095
0,0,0.098
0,0,0.098
25.8,0,0.093
17.5,6.8,0.082
68.2,67.3,0.109
10.6,18.5,0.507
1.2,3,1.027
0,3,0.632
0,0,0.355
0,0,0.3
0,0,0.266
0,0,0.236
0,0,0.245
0,0,0.177
0,0,0.168
32.8,27.7,0.143
0,47.5,0.15
11.2,6.5,0.18
0,1.5,0.766
7.2,0,0.49
0,0,0.43
0,0,0.351
2.8,0,0.309
0,0,0.309
0,0,0.294
0,0,0.261
0,0,0.345
0,0,0.218
0,0,0.21
0,0,0.21
0,0,0.21
6.9,0,0.223
3.2,0,0.196
0.2,0,0.238
9,0,0.177
8.6,0,0.161
7.1,1,0.168
32.2,5.5,0.194
32.8,0,0.228
11.5,4.2,0.265
1.3,3.8,0.382
0,0.3,0.311
0.3,0,0.227
14.5,0,0.195
24.2,6,0.174
34,0,0.36
0.3,1.7,0.303
0,14.8,0.228
0,0.1,0.21
27.8,1.2,0.21
6.9,0,0.219
75.6,6.2,0.253
0,0,0.752
0,0,0.866
0,0,0.541
0,0,0.398
0,0.8,0.36
5.1,4.7,0.337
21.7,9.5,0.34
98,6,1.091
12.3,2.8,2.052
54.5,1,2.984
0,0,2.309
2.5,0,2.341
0,0,1.575
5.8,0,1.223
10.4,0,1.253
22,0,1.195
0,0,1.192
0,0,0.937
38.7,1,0.701
28.9,0,0.975
104.5,1.6,1.017
16.4,0.1,2.249
24.9,2.1,2.876
0,0,2.103
0,0.3,1.625
0,0,1.249
0,0,1.081
46.5,0.3,0.94
24.7,0,1.316
9.5,0.1,0.858
49.8,3,0.844
6.7,7.7,1.202
2.1,1.3,1.154
0.2,1.3,1.237
4.6,0,1.09
0.5,0,1.099
0,0.9,0.96
0.7,0,0.834
5.6,0,0.708
1.2,0,0.668
8.8,0.5,0.71
1.2,0,0.936
0,0,0.845
14.6,1.2,0.763
26.5,9.3,0.728
1.7,3.2,1.62
0,0.9,1.097
0,4.8,0.985
0,0,0.902
0,0,0.85
14.4,0,0.909
0,11.9,0.909
9.2,12.9,0.697
86.5,6.5,0.742
42.2,2.5,2.487
3,0,3.221
16.3,3.6,2.924
14.2,12,1.898
1.5,0.2,1.611
6.1,0.1,1.37
19.1,1.4,1.111
30.6,32.7,1.126
11.6,18.2,1.209
2.7,6.4,2.763
9.8,11.3,1.878
17.3,6.7,2.726
24.7,20,2.951
20.3,0,3.286
4.1,10.3,3.152
6.8,32.5,3.528
6.8,0,3.581
0.3,0,3.186
2.9,12.3,2.404
21,10.6,2.11
22.5,1.5,1.711
1.2,1,1.583
14.9,10,1.733
5.7,0.5,1.506
0.7,2.2,1.42
3.7,10,1.169
48.8,37,1.288
105.2,93,1.624
94.1,100.3,8.379
121.7,118.6,19.322
56.2,56.8,25.973
2.3,2.2,25.977
0,0,19.407
13.4,5.5,9.616
20.7,0,5.629
0.01,0,3.637
0.01,0,2.517
0.01,0,1.996
0.01,0,1.79
0,0,1.386
0,0,1.095
25.9,0,0.985
0.01,0,0.895
33.4,18.5,0.737
9.4,1.5,0.689
5.8,0,0.682
0.01,0,0.609
0.01,0,0.517
0.01,0,0.505
0.01,0,0.486
69.5,1.5,0.451
221,32.1,4.307
28.8,9.5,12.143
0.01,0.8,25.992
0.5,0.6,13.49
0.01,0,6.971
0.01,0.1,4.674
13.8,1.2,3.374
17.2,19.8,2.411
3.8,3.9,2.441
2,3.2,2.549
1,0.1,1.928
0.01,0,1.74
0.01,0,1.566
33.2,4.9,1.416
3.1,4.5,1.384
0.01,0,1.412
0,0,1.275
0.01,4.6,1.092
8.5,22.5,1.01
0.5,8.5,0.966
2.7,8.5,1.074
2.2,2.8,0.978
0.01,0,0.993
3.9,0.4,0.925
8.5,27.2,0.882
0.01,0.2,1.028
0.01,0,1.289
0.01,0,1.128
0.01,0,1.053
0.01,0,0.985
25.3,4.5,0.922
0.5,5,0.972
0.2,0.1,1.136
0.01,0,0.87
0.01,4.5,0.808
11.1,0.1,0.783
0.01,3,0.761
0.01,0,0.707
54,29.7,0.692
54,1,0.846
14.6,8.6,3.865
0.3,0,2.466
0.01,0,2.406
0.01,0,2.05
0.4,0,1.661
0.2,0,1.439
5.2,1,1.217
3.2,1,1.111
2.7,0.4,1.111
0.01,0,1.019
0.01,0,0.973
0.01,0,0.898
0.01,0,0.849
1.3,0,0.809
3,0.3,0.783
0.5,0,0.737
0.01,0,0.758
0.7,0.2,0.789
0.01,0,0.683
56.4,20.5,0.666
5.9,4.5,0.6
0.01,0.3,1.343
0.01,0,0.893
8,1.8,0.809
3.5,2.5,0.76
0.01,0,0.832
0.01,0,0.781
0,0,0.758
4.5,0.6,0.712
