0,0,0.434
0,0,0.432
0,0,0.433
34.3,0,0.427
3.4,9.5,0.419
1.2,2,0.739
0,0.3,0.543
6.2,0,0.488
4.2,8.2,0.503
1,2.8,0.563
0.2,1.5,0.52
0,0.6,0.501
0,0.4,0.481
0,0,0.454
3.6,0,0.424
0,1.8,0.416
5.5,0.5,0.417
2.5,1.2,0.417
0,0.5,0.456
0,0,0.409
1.2,0,0.365
0,0,0.367
0,0,0.365
0,0,0.366
0,0,0.367
3.8,0,0.35
0,0,0.324
0,0.2,0.316
3,0,0.316
0,4.9,0.326
0,0,0.333
2,0,0.334
2.8,0,0.319
0,0.8,0.319
0,0,0.319
1.8,0,0.318
3.5,1.3,0.319
1,3.1,0.319
0,0.2,0.319
0,0,0.306
0,0,0.302
2,0,0.301
0,0.9,0.302
2.3,0,0.302
1.3,0.5,0.302
2.9,0,0.302
0,2.9,0.301
0,0,0.298
0,0,0.297
0,0,0.299
0,0,0.277
0,0,0.259
0,0,0.251
0,0,0.25
8.5,0,0.244
4.3,3.8,0.233
0,1,0.325
0,0.3,0.318
0,0,0.299
0,0,0.287
0,0,0.267
0,0,0.262
0,0,0.252
0,0,0.252
4,0,0.252
22.8,0.6,0.246
13.3,10.1,0.235
15,4.4,0.584
0.3,4.5,0.674
3.5,0,0.966
0,0,0.585
1.2,0,0.521
2.9,2.6,0.436
1.4,6.8,0.424
20.5,1.6,0.417
2.7,5.9,0.451
0,1,0.877
3.4,0.5,0.753
0.2,3.4,0.897
4.5,0,0.998
10.3,3.5,0.828
9.2,2.3,0.718
0,1.3,0.716
0,0.1,0.666
0,0,0.577
0,0,0.542
0,0,0.506
44.1,0,0.484
6.9,12.3,0.582
1.3,11,0.904
0,0.5,0.842
0,0.3,0.738
3.3,0,0.686
6,5.6,0.65
0,15,0.666
8.8,0,0.665
0,4.8,0.619
0.4,0,0.552
0,0,0.52
0.5,0,0.506
1.9,0,0.542
8.2,0,0.502
8.8,2.5,0.539
1.6,3,0.717
0,1,0.694
0,0,0.594
0,0,0.536
0,0,0.516
0,0,0.502
0,0,0.483
0,0,0.481
0,0,0.44
0.3,0.3,0.433
2.2,4.5,0.42
0,2.8,0.409
190.5,0.1,0.434
25,62.5,0.526
0.3,26.3,9.826
0,3.3,3.548
0,0.1,1.963
15.3,7,1.501
2.3,0,1.246
0.8,2.5,1.862
1.4,3.3,1.4
0,1.6,1.219
0.7,0,1.067
28,0.1,0.962
0,9.5,0.891
2.3,0,1.08
0,3.2,0.851
0,0.1,0.816
0,0,0.756
0,0,0.685
60.2,0,0.598
0.8,12.2,1.517
0.4,2,1.049
28.2,2.4,0.849
7.7,8.5,0.822
48,0,1.795
57.8,0,1.507
0,1.5,1.504
0,0,2.483
0,0,1.71
0,0,1.421
0,0,1.269
0,0,1.122
0,0,1.035
0,0,0.964
0,0,0.88
0,0,0.839
0,0,0.719
30.5,0,0.717
0.5,18,1.569
76,23.9,1.106
0,75.9,1.65
1.3,0,2.444
4,0.2,1.572
2.7,3.4,1.374
0.8,38.8,1.445
1.5,27.3,1.492
4.5,8.2,1.428
0.7,16.2,1.748
0,0,2.015
0,0,1.856
0,0,1.718
0,0,1.275
89.2,0,1.153
0.5,17.5,1.297
0.3,0.7,1.141
0,0,1.072
0.8,0,1.016
0,0,0.99
22.7,0,0.878
7.9,0,0.812
36.5,11.5,0.879
16.5,3.5,0.824
10,0,0.931
20.4,0,0.818
0.4,0.2,0.753
4.8,0,0.725
12.4,0,0.709
4.4,0,0.175
0,3,0.214
0,0,0.177
0,0,0.175
0,0,0.175
0,0,0.175
0,0,0.175
0,0,0.175
0.2,0,0.186
0,0,0.185
0,0,0.18
0,0,0.175
0,0,0.146
0,0,0.136
0,0,0.136
0,0,0.136
0,0,0.136
0,0,0.136
0,0,0.136
0,0.4,0.136
0,0,0.136
0,0,0.131
58.9,0,0.117
2.2,17.8,0.234
0,0,0.575
0,0,0.407
1,0,0.315
0,0,0.273
0,0,0.256
8.7,0,0.21
0.2,3.6,0.201
0,3,0.315
6.7,0.4,0.234
79.7,4,0.238
8,2.2,0.243
0,0.3,1.116
0,0,0.415
0,0,0.325
0,0,0.293
0,0,0.263
0.2,0,0.241
0,0,0.234
0,0,0.234
43.6,0,0.225
0.2,40,0.212
4.4,3.2,0.519
0,2.5,0.344
0,0,0.439
0,0,0.366
0.5,0,0.286
0,0.1,0.241
0,0,0.238
0,0,0.21
0,0,0.194
0,0,0.194
28.9,0,0.194
0,0,0.194
0,0,0.201
0,0,0.19
0,0,0.176
0,0,0.168
0,0,0.141
0,0,0.136
0,0,0.13
0,0,0.131
0,0,0.133
0,0,0.136
0,0,0.136
0,0,0.136
0,0,0.124
0,0,0.117
0,0,0.117
2.6,0,0.107
25.5,0,0.107
8,10.5,0.11
0,14.3,0.139
0,0.1,0.14
0,0,0.107
39.2,0,0.11
22.6,8.3,0.166
61.5,12.6,0.326
75.5,67.5,0.552
21.5,15.3,1.345
2.5,8.6,2.291
87.3,2.7,1.308
5.7,13.7,1.609
24.1,9.2,2.135
65.6,2.7,1.871
5.7,67.7,1.888
6,3,5.311
0,0.1,2.881
5.8,0,1.821
20.5,0,1.292
2,5,1.279
5.2,9.5,1.079
51,5,0.993
5.5,1.5,0.969
0,0.1,1.137
0,0,1.283
2.2,0,1.018
16.6,0,0.93
1.7,0,0.748
5.5,1.6,0.696
1,4,0.657
19.2,0.2,0.624
2.2,0,0.593
0,2,0.568
2.8,0,0.528
0,0,0.487
0,0,0.464
92.4,0,0.421
0,7.2,0.987
20.1,1,0.727
7.1,18.8,0.952
18.7,3.1,0.906
32.5,0.8,0.769
32.7,2.6,0.7
0.4,0.1,0.642
1.6,0,0.585
24.8,0,0.571
0,0,0.879
2.4,1.4,0.739
2.8,3.8,0.823
29.1,0.3,0.968
5.6,0.8,0.819
39.7,0.8,0.773
0.7,11.8,1.14
95.8,0.2,2.382
25.5,6.3,5.814
0,0,4.653
0.9,0,2.769
14.7,0,2.057
35.4,13.7,1.689
16.4,0,1.44
0,0,1.335
2,0,1.217
81.4,0,1.077
20.8,8.2,1.945
25.1,9,2.263
50.7,0,2.028
21.8,2.4,2.015
28,5.5,4.186
116.6,60,6.214
3,100,11.447
12.9,2,24.28
4.2,3.7,8.539
0,1.7,4.908
0,0,3.402
0,0,2.567
12.5,0,1.936
0.5,0,1.565
4.1,7.4,1.405
4.8,5.7,1.943
35.2,0,1.892
36.8,4.4,1.662
2.4,5.6,1.872
31.5,2.3,1.957
7.2,27.7,1.961
5.9,10.8,4.086
4.3,18,4.573
0,14,3.771
0,0.5,3.04
3.1,0,2.442
0.5,0,1.971
1.8,0.4,1.752
13,0,1.581
40.3,0.1,1.444
19,0.1,1.403
22,0.2,1.246
50.2,0.1,1.24
33.4,0.7,1.283
16,10.5,1.283
0.7,21.7,1.643
0,1.7,1.501
0,0,1.268
0,0,1.088
0,0,1.028
2.9,0,0.947
34.3,4.5,0.852
0,6.5,1.428
3.3,0,1.177
1.3,0,1.035
5.3,2.1,1.431
0.2,2,0.743
0,0,0.71
0,0,0.603
0,0,0.603
0,0,0.614
5.9,4,0.617
0,0.2,0.602
3.3,0.8,0.607
0.2,0.2,0.498
0,0,0.463
0,0,0.463
0,0,0.463
0,0,0.445
12.5,1.2,0.407
1.8,0.4,0.373
0,0.1,0.493
0.2,0,0.577
0.6,0.1,0.536
0,0,0.463
0,0,0.463
0,0,0.463
3.8,0.5,0.463
1.4,0.2,0.433
3.6,2.5,0.441
3.4,6.5,0.463
1.7,2.3,0.463
0.8,1.6,0.463
0,0,0.463
0,0,0.463
0,0,0.365
0,0,0.351
0,3,0.351
6.6,0,0.463
28.5,11.5,0.439
14.4,4,0.65
2.9,1,1.3
0.2,0,1.172
0,0,1.038
0,1.7,0.967
0,21.5,0.868
16.2,0,1.097
0,0,1.359
0,0,0.904
0,0.4,0.8
1.1,1.4,0.743
2.6,1.5,0.743
1,0.5,0.673
0.7,0,0.621
0.5,0,0.6
0,0,0.603
0,0,0.561
0,0,0.506
0,0,0.519
0,0,0.465
0,0,0.463
1.1,0,0.463
0,0,0.463
0,0,0.463
0,0,0.424
0,0,0.407
8.4,9.5,0.407
9.5,4.3,0.435
0,0.4,0.676
0,0,0.616
0,0,0.485
0,0,0.463
1.1,1.5,0.463
0,0,0.463
0,0.1,0.427
0,0,0.317
1.5,3,0.346
0,0,0.337
0,0,0.349
6.5,1.4,0.335
0,0,0.337
0,0,0.341
0,0,0.319
0,0,0.252
0,0,0.312
0,0,0.25
2.5,0,0.252
14.8,0,0.235
0.4,0,0.24
0,0,0.252
0,0,0.252
0,0,0.252
0,0,0.252
0,0,0.252
2,4.5,0.252
17.9,7,0.252
2.4,6.5,0.252
2,3,0.252
7.8,8.5,0.284
4.8,2.8,0.352
0.4,0,0.351
0.7,0.6,0.351
4.3,0.2,0.351
0,0,0.351
0,0,0.225
0,0,0.189
0,0,0.182
0,0,0.182
0,0,0.163
0.1,0,0.154
0,0,0.154
0,0,0.149
0,0.6,0.126
0.1,1,0.151
0.3,1.7,0.146
0.1,5,0.126
0,0,0.126
0,0,0.126
1,0,0.139
0,0,0.126
0,0,0.126
0,0,0.126
2.5,2,0.126
0,0,0.109
0,0,0.114
0,0,0.127
0,0,0.126
0,0,0.103
0,0,0.093
0,5.6,0.093
0,0,0.093
0.2,0,0.093
0,0,0.098
0,0,0.11
0,0,0.105
0.6,0,0.098
0,0,0.098
0,0,0.098
0,0,0.098
0,0,0.098
0,0,0.094
0.5,0,0.093
0,0,0.093
0,0,0.093
0.3,3.9,0.093
0,0,0.093
0,0,0.093
1,0,0.093
24.3,0,0.093
4.5,4.2,0.093
0,0,0.093
2.6,0,0.149
0,0,0.167
0,0,0.104
1.7,2.3,0.094
0,0,0.093
0,0,0.093
0,0,0.093
0,0,0.093
0,0,0.093
0,0,0.092
0,0,0.091
0,0,0.091
35.3,0.5,0.078
28.5,0,0.298
0,0,0.138
0,0,0.096
0,0,0.11
0,0,0.098
1.8,0,0.092
0,0.1,0.091
25.5,0,0.073
22.1,0.1,0.073
0,2.5,0.077
23.1,7.5,0.098
5.2,0.7,0.107
12.4,0,0.371
0.6,0,0.247
0,0,0.141
32,0,0.104
8.8,0.5,0.084
11.5,0,0.282
2,0,0.217
0,0,0.201
0,0,0.168
26.9,0.5,0.11
0,0,0.095
70.8,8.5,0.093
0,0,0.096
15.7,0,0.111
0.3,0.1,0.096
13.5,0.1,0.123
0,0,0.097
0,0,0.274
0.2,0,0.148
21,0,0.126
52.8,4,0.119
0,0,0.121
0,0,0.148
0,0,0.126
16.6,0,0.126
20.5,2.5,0.126
25.8,23.2,0.333
0.9,1,0.748
30,0,0.666
9.8,0.6,0.299
14.5,0.5,0.221
3.2,0,0.207
0.2,0.4,1.231
1.8,0,1.568
0,4.5,0.928
4.2,24.6,0.57
56.2,0,0.954
0.8,1.4,0.921
9.2,0.7,1.15
3,0,0.754
4.9,0.3,0.551
0,0,0.463
0,0,0.463
2.6,0,0.396
13.2,15,0.351
16.5,12.3,0.351
19.5,16.7,0.545
6.6,0.2,0.623
6.2,0,0.727
64.8,0.2,0.694
42.9,1.5,0.914
2.6,0,1.251
13.1,10.1,1.235
0,0,1.072
31.2,7.9,0.933
0,0,1.065
1.5,0,1.549
119.5,3,1.179
22.6,0,2.124
0.8,0,2.623
0.7,1,1.789
40.9,60,1.45
195.5,170.5,1.385
14.5,0,109.061
9.5,2,76.105
32,0,5.636
1.2,2.5,3.517
20.3,3,2.723
48.8,0,3.886
38.3,32,7.067
43.2,41.5,7.955
13.9,18,14.944
12.9,11.5,11.012
4.5,38,7.863
3.3,0,6.574
9.5,0,4.896
5.5,0,4.255
23.3,12,3.464
8.5,8.3,3.422
6.1,9.4,4.092
16.7,3.5,3.561
